"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.context","Input.response","Input.context_html","Input.speaker","Input.chatgpt","Input.BlenderBot-3B","Input.COSMO-3B","Input.GODEL-L","Answer.taskAnswers","Approve","Reject"
"30F94FBDOVTES3NQN4VYX9DJZZNTBT","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","3K772S5NPDKOGH58N3L08IB7ZMXHER","A10GE9MDVKZJLB","Approved","Wed Apr 19 07:48:53 PDT 2023","Wed Apr 19 07:53:26 PDT 2023","Thu Apr 20 13:53:26 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","273","100% (7/7)","100% (7/7)","100% (7/7)","[""Uh-oh . We don't have a flashlight . ""]","Don't worry . We'll make it back to the camp site before dark .","<b>ALICE:</b> Uh-oh . We don't have a flashlight .","BOB","That's not good. Do you have your phone with you? We could use the flashlight app."," You can use your phone's flashlight if you have one. I know it's not as good as a real flashlight, but it's better than nothing.","Where is it?","How's it going?","[{""consistent1"":3,""consistent2"":3,""consistent3"":2,""consistent4"":3,""consistent5"":3,""natural1"":3,""natural2"":4,""natural3"":4,""natural4"":3,""natural5"":3,""quality1"":3,""quality2"":3,""quality3"":3,""quality4"":4,""quality5"":4}]"
"30F94FBDOVTES3NQN4VYX9DJZZNTBT","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","3ZAK8W07I9NUUDWYFVTK68YTZTPU0J","A1778IAJQM9EFI","Approved","Wed Apr 19 07:41:13 PDT 2023","Wed Apr 19 07:50:38 PDT 2023","Thu Apr 20 13:50:38 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","565","100% (9/9)","100% (9/9)","100% (9/9)","[""Uh-oh . We don't have a flashlight . ""]","Don't worry . We'll make it back to the camp site before dark .","<b>ALICE:</b> Uh-oh . We don't have a flashlight .","BOB","That's not good. Do you have your phone with you? We could use the flashlight app."," You can use your phone's flashlight if you have one. I know it's not as good as a real flashlight, but it's better than nothing.","Where is it?","How's it going?","[{""consistent1"":3,""consistent2"":2,""consistent3"":2,""consistent4"":3,""consistent5"":3,""natural1"":4,""natural2"":3,""natural3"":3,""natural4"":4,""natural5"":4,""quality1"":3,""quality2"":4,""quality3"":4,""quality4"":4,""quality5"":2}]"
"30F94FBDOVTES3NQN4VYX9DJZZNTBT","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","38BQUHLA919WKMJ88E495ZDHKA2MO9","A2CNMQU0FVAUFY","Approved","Wed Apr 19 07:41:17 PDT 2023","Wed Apr 19 07:44:56 PDT 2023","Thu Apr 20 13:44:56 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","219","100% (1/1)","100% (1/1)","100% (1/1)","[""Uh-oh . We don't have a flashlight . ""]","Don't worry . We'll make it back to the camp site before dark .","<b>ALICE:</b> Uh-oh . We don't have a flashlight .","BOB","That's not good. Do you have your phone with you? We could use the flashlight app."," You can use your phone's flashlight if you have one. I know it's not as good as a real flashlight, but it's better than nothing.","Where is it?","How's it going?","[{""consistent1"":3,""consistent2"":2,""consistent3"":4,""consistent4"":5,""consistent5"":4,""natural1"":4,""natural2"":2,""natural3"":4,""natural4"":5,""natural5"":4,""quality1"":3,""quality2"":2,""quality3"":5,""quality4"":5,""quality5"":4}]"
"33W1NHWFZLUAA1Q6TIB1JRKMQ29ZT5","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","33NF62TLXOBNTNS87PZOIQ4RWBXJKI","A3H9IKH4TEDAKB","Approved","Wed Apr 19 07:41:05 PDT 2023","Wed Apr 19 07:41:31 PDT 2023","Thu Apr 20 13:41:31 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","26","100% (1/1)","100% (1/1)","100% (1/1)","['What shall I call him ? ']"," Oh , you may call him Uncle , or Henry . ","<b>ALICE:</b> What shall I call him ?","BOB","Well, what are some of his interests or personality traits? Maybe we can come up with a name that reflects those. Or we could go with a classic name that never goes out of style. What do you think?"," I don't know, but I do know that I'm going to miss him a lot.","I can't believe it is you with a child. what is causing you to have a child?","Well, this friend is a jackass.","[{""consistent1"":1,""consistent2"":5,""consistent3"":1,""consistent4"":1,""consistent5"":1,""natural1"":1,""natural2"":5,""natural3"":1,""natural4"":1,""natural5"":1,""quality1"":1,""quality2"":4,""quality3"":1,""quality4"":1,""quality5"":1}]"
"33W1NHWFZLUAA1Q6TIB1JRKMQ29ZT5","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","3A1PQ49WVMQPWGBWBFQL1YSDADU1HT","A3SIJVW35S9RNE","Approved","Wed Apr 19 07:41:14 PDT 2023","Wed Apr 19 07:42:49 PDT 2023","Thu Apr 20 13:42:49 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","95","100% (4/4)","100% (4/4)","100% (4/4)","['What shall I call him ? ']"," Oh , you may call him Uncle , or Henry . ","<b>ALICE:</b> What shall I call him ?","BOB","Well, what are some of his interests or personality traits? Maybe we can come up with a name that reflects those. Or we could go with a classic name that never goes out of style. What do you think?"," I don't know, but I do know that I'm going to miss him a lot.","I can't believe it is you with a child. what is causing you to have a child?","Well, this friend is a jackass.","[{""consistent1"":4,""consistent2"":2,""consistent3"":4,""consistent4"":4,""consistent5"":4,""natural1"":2,""natural2"":4,""natural3"":5,""natural4"":5,""natural5"":5,""quality1"":3,""quality2"":1,""quality3"":5,""quality4"":4,""quality5"":5}]"
"33W1NHWFZLUAA1Q6TIB1JRKMQ29ZT5","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","3B837J3LDT52FUOTK3HZB3HSNM4RSZ","A3SU2WAUYZK6Z0","Approved","Wed Apr 19 07:41:18 PDT 2023","Wed Apr 19 07:42:15 PDT 2023","Thu Apr 20 13:42:15 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","57","100% (1/1)","100% (1/1)","100% (1/1)","['What shall I call him ? ']"," Oh , you may call him Uncle , or Henry . ","<b>ALICE:</b> What shall I call him ?","BOB","Well, what are some of his interests or personality traits? Maybe we can come up with a name that reflects those. Or we could go with a classic name that never goes out of style. What do you think?"," I don't know, but I do know that I'm going to miss him a lot.","I can't believe it is you with a child. what is causing you to have a child?","Well, this friend is a jackass.","[{""consistent1"":5,""consistent2"":5,""consistent3"":5,""consistent4"":5,""consistent5"":5,""natural1"":5,""natural2"":5,""natural3"":5,""natural4"":5,""natural5"":5,""quality1"":5,""quality2"":5,""quality3"":5,""quality4"":5,""quality5"":5}]"
"3BAWBGQGZP863JOPFIJXTPF8DUD7V2","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","34PGFRQONTKEONMPW3IR61YMJI6JWE","A1S9SJ5CZTZH1M","Approved","Wed Apr 19 07:51:26 PDT 2023","Wed Apr 19 07:52:20 PDT 2023","Thu Apr 20 13:52:20 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","54","100% (1/1)","100% (1/1)","100% (1/1)","[""Oh , it's getting late . I've got to run . It was nice talking to you , karren . "", ' Thanks , Tim.Nice meeting you , too . ', "" I guess we'll see just around . ""]"," Ye , I hope so.well.Take it easy . ","<b>ALICE:</b> Oh , it's getting late . I've got to run . It was nice talking to you , karren . <br><b>BOB:</b>  Thanks , Tim.Nice meeting you , too . <br><b>ALICE:</b>  I guess we'll see just around . ","BOB","Sure, take care and have a good night. Let's catch up soon. Bye!"," Yeah, it was nice chatting with you too.  Have a great day!","Yeah , definitely . Take care .","You look friendly. Goodbye.","[{""consistent1"":4,""consistent2"":3,""consistent3"":4,""consistent4"":4,""consistent5"":4,""natural1"":4,""natural2"":3,""natural3"":4,""natural4"":3,""natural5"":4,""quality1"":3,""quality2"":4,""quality3"":3,""quality4"":3,""quality5"":3}]"
"3BAWBGQGZP863JOPFIJXTPF8DUD7V2","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","3T3IWE1XGBW3ITM8WOXPGI39TJGTQP","ACM92KBIS9XI0","Approved","Wed Apr 19 07:42:03 PDT 2023","Wed Apr 19 07:45:31 PDT 2023","Thu Apr 20 13:45:31 PDT 2023","Wed Apr 19 08:36:19 PDT 2023","","","208","100% (13/13)","100% (13/13)","100% (13/13)","[""Oh , it's getting late . I've got to run . It was nice talking to you , karren . "", ' Thanks , Tim.Nice meeting you , too . ', "" I guess we'll see just around . ""]"," Ye , I hope so.well.Take it easy . ","<b>ALICE:</b> Oh , it's getting late . I've got to run . It was nice talking to you , karren . <br><b>BOB:</b>  Thanks , Tim.Nice meeting you , too . <br><b>ALICE:</b>  I guess we'll see just around . ","BOB","Sure, take care and have a good night. Let's catch up soon. Bye!"," Yeah, it was nice chatting with you too.  Have a great day!","Yeah , definitely . Take care .","You look friendly. Goodbye.","[{""consistent1"":4,""consistent2"":4,""consistent3"":4,""consistent4"":4,""consistent5"":4,""natural1"":5,""natural2"":5,""natural3"":4,""natural4"":4,""natural5"":3,""quality1"":4,""quality2"":4,""quality3"":5,""quality4"":4,""quality5"":5}]"
"3BAWBGQGZP863JOPFIJXTPF8DUD7V2","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","39ZSFO5CAD51WJXK133QODDPY2VUJQ","AV3NMCN13C6RM","Approved","Wed Apr 19 07:41:19 PDT 2023","Wed Apr 19 07:47:37 PDT 2023","Thu Apr 20 13:47:37 PDT 2023","Wed Apr 19 08:36:20 PDT 2023","","","378","100% (4/4)","100% (4/4)","100% (4/4)","[""Oh , it's getting late . I've got to run . It was nice talking to you , karren . "", ' Thanks , Tim.Nice meeting you , too . ', "" I guess we'll see just around . ""]"," Ye , I hope so.well.Take it easy . ","<b>ALICE:</b> Oh , it's getting late . I've got to run . It was nice talking to you , karren . <br><b>BOB:</b>  Thanks , Tim.Nice meeting you , too . <br><b>ALICE:</b>  I guess we'll see just around . ","BOB","Sure, take care and have a good night. Let's catch up soon. Bye!"," Yeah, it was nice chatting with you too.  Have a great day!","Yeah , definitely . Take care .","You look friendly. Goodbye.","[{""consistent1"":1,""consistent2"":1,""consistent3"":3,""consistent4"":3,""consistent5"":2,""natural1"":3,""natural2"":3,""natural3"":3,""natural4"":3,""natural5"":3,""quality1"":3,""quality2"":2,""quality3"":3,""quality4"":2,""quality5"":4}]"
"3JMNNNO3C5DCW7ROZG7YJ0HE9NSW2K","3SJVZHW5M1YMI32R1KG2Y3US38GDZT","Dialogue Responses Evaluation","Evaluate the quality of generated responses for a given dialogue context. You will be presented with 4 generated responses and asked to rate their naturalness, consistency and on-topicness, and overall quality on a scale of 1-5.","text, conversation, dialogue, responses, quality, evaluation","$0.01","Wed Apr 19 07:40:34 PDT 2023","3","BatchId:5057817;OriginalHitTemplateId:928390850;","600","108000","Sat Apr 29 07:40:34 PDT 2023","","","33L7PJKHCL7XCPMCAUGPURI9ZDV8TU","A1QIKWTD004BLA","Approved","Wed Apr 19 07:44:16 PDT 2023","Wed Apr 19 07:46:13 PDT 2023","Thu Apr 20 13:46:13 PDT 2023","Wed Apr 19 08:36:20 PDT 2023","","","117","100% (2/2)","100% (2/2)","100% (2/2)","['What ’ s the Mountaineering Club doing this weekend ? ', ' We are going to climb a cliff on the Colorado River . ', ' How hard is the climb ? ', ' It is a very difficult climb because there are not many places to put your hands and feet . ']","What did you do last week ?","<b>ALICE:</b> What ’ s the Mountaineering Club doing this weekend ? <br><b>BOB:</b>  We are going to climb a cliff on the Colorado River . <br><b>ALICE:</b>  How hard is the climb ? <br><b>BOB:</b>  It is a very difficult climb because there are not many places to put your hands and feet .","ALICE","Do you think I would be able to handle it? I've never done anything like that before."," I have never been, but I have always wanted to go. Have you ever been before?","I am interested in joining your club. I have heard that you guys have climbed some pretty tough cliffs.","I think I can do it.","[{""consistent1"":4,""consistent2"":3,""consistent3"":3,""consistent4"":3,""consistent5"":4,""natural1"":1,""natural2"":1,""natural3"":4,""natural4"":5,""natural5"":3,""quality1"":3,""quality2"":3,""quality3"":4,""quality4"":3,""quality5"":4}]"
